,url,title,text,topic,tags,date
447132,https://lenta.ru/news/2012/12/14/shots/,Россия запустит 11 баллистических ракет в 2013 году,"Российские Ракетные войска стратегического назначения (РВСН) в 2013 году планируют запустить 11 межконтинентальных баллистических ракет. Об этом в пятницу, 14 декабря, сообщает РИА Новости со ссылкой на командующего РВСН генерал-полковника Сергея Каракаева. Как пояснил Каракаев, на испытаниях проверят как существующие ракетные комплексы, так и перспективные проекты. В 2012 учебном году (с декабря 2011 года) РВСН произвели пять пусков ракет. В ходе трех из них, по словам генерал-полковника, РВСН опробовали разрабатываемые комплексы и эффективность российского вооружения при преодолении систем противоракетной обороны (ПРО) потенциального противника. В ходе общения с журналистами Каракаев также рассказал, что РВСН планируют до 2022 года сохранить на вооружении самую тяжелую стратегическую ракету РС-20 ""Воевода"" (по классификации НАТО - ""Сатана""). ""К настоящему времени ракетный комплекс с этой ракетой в полтора раза превысил гарантийные сроки эксплуатации, простояв на боевом дежурстве 24 года"", - отметил Каракаев. Срок боевого дежурства другого российского ракетного комплекса, РС-18 (по классификации НАТО - ""Стилет""), ранее продлили до 33 лет, тем самым более чем в три раза превысив его гарантийный срок службы. ""Планируется дальнейшее продление срока его эксплуатации до 35 лет, что позволит сохранить его в составе группировки РВСН до 2019 года"", - цитирует командующего РВСН ""Интерфакс"". ""Что касается ракетных комплексов 'Тополь-М' и 'Ярс' как мобильного, так и стационарного базирования, то их эксплуатационный ресурс составит не менее 20 лет"", - рассказал Каракаев. По словам генерал-полковника, за счет модернизации мобильные комплексы ""Тополь"" с ракетами РС-12М будут стоять на вооружении РВСН до 2019 года. Затем их заменят на новые комплексы ""Ярс"". В общей сложности к 2021 году РВСН намерены обновить 98 процентов ракетных комплексов. ""Планируется, что к 2016 году новые ракетные комплексы составят около 60 процентов ударной группировки"", - приводит слова генерал-полковника РИА Новости. Ранее сообщалось, что в 2013 году на новые ракетные комплексы ""Ярс"" и ""Тополь-М"" с межконтинентальными баллистическими ракетами пятого поколения РТ-2ПМ2 и РС-24 перейдут три дивизии РВСН - Козельская, Иркутская и Новосибирская. В сентябре 2012 года новые ракетные комплексы получила Тейковская дивизия. Татищевскую дивизию перевооружат до конца декабря.",Наука и техника,Все,2012/12/14
352335,https://lenta.ru/news/2010/11/11/fund/,Минфин сэкономит в Резервном фонде более 100 миллиардов рублей,"Экономия Резервного фонда в 2010 году может составить 100-120 миллиардов рублей. Об этом заявила замминистра финансов России Татьяна Нестеренко, сообщает РИА Новости. Она оговорилась, что сбережение средств фонда может произойти, если ""чуть лучше будет ситуация по доходам"". При этом она заявила, что в 2010 году Минфин планирует выполнить все заимствования в полном объеме. Большая часть займов будет осуществляться за счет внутреннего рынка. Общий размер займов в текущем году должен составить около 1,4 триллиона рублей. В июле заместитель министра финансов Дмитрий Панкин заявил, что правительство России не намерено до конца текущего года расходовать средства из Резервного фонда для покрытия дефицита бюджета. При этом изначально предполагалось, что все средства фонда будут израсходованы уже в 2010 году. С августа по ноябрь размер Резервного фонда стабильно рос, увеличившись за этот период на 62 миллиарда рублей до 1,287 триллиона. В то же время другой инструмент сбережения средств правительства - Фонд национального благосостояния (ФНБ) - вырос на 109 миллиардов рублей до 2,773 триллиона. ФНБ и Резервный фонд были созданы в феврале 2008 года на базе Стабилизационного фонда. В них аккумулируются средства из дополнительных доходов бюджета от высоких цен на нефть и газ на мировых рынках.",Экономика,Все,2010/11/11
438179,https://lenta.ru/news/2012/10/09/lsr/,У Финского залива построят жилой массив на 8500 человек,"Группа ЛСР приступила к реализации проекта строительства крупного жилого комплекса на побережье Финского залива в Красносельском районе Санкт-Петербурга. Об этом говорится в сообщении застройщика.Жилой массив под названием ""Южная акватория"" общей полезной площадью 346,2 тысячи квадратных метров разместится на участке площадью 23,9 гектара. Ранее деловые СМИ писали, что землю под застройку ЛСР выиграла еще в 2007 году на аукционе, который проводился Фондом имущества Санкт-Петербурга. На торги было выставлено четыре участка. В итоге ЛСР за 1,32 миллиарда приобрела два участка недалеко от пересечения улиц Доблести и Маршала Захарова.Представитель ЛСР в 2011 году заявлял порталу ""Бюллетень Недвижимости"", что жилой комплекс будет рассчитан на проживание около 8500 человек. По оценкам экспертов, на тот момент инвестиции в проект оценивались в 800 миллионов долларов.В пресс-релизе отмечается, что в рамках согласования проекта ЛСР первой в городе получила положительное заключение экспертизы и разрешение на строительство по схеме ""единого окна"". Эта система внедряется службой государственного стройнадзора и экспертизы Петербурга и государственным автономным учреждением ""Центр государственной экспертизы"".Разрешение по новой схеме получено на возведение жилого комплекса на 1373 квартиры общей площадью 90 тысяч квадратных метров. В состав комплекса также войдут встроенные помещения, а также два многоэтажных гаража на 600 машиномест площадью 20,2 тысячи ""квадратов"".Девелопером проекта выступает ""Городская ДомоСтроительная Компания"" (структура ЛСР).Ввести ""Южную акваторию"" в эксплуатацию застройщик планирует в третьем квартале 2014 года. Объем инвестиций в проект ЛСР не уточняет.ЛСР - крупнейший строительный холдинг на северо-западе России. Группа объединяет предприятия по добыче и переработке нерудных ископаемых, производству и перевозке стройматериалов, строительству городского и загородного жилья. Бизнес группы сосредоточен концентрирован в Петербурге, Ленинградской области, Москве, Подмосковье и Уральском регионе. Портфель недвижимости холдинга составляет 8,4 миллиона квадратных метров недвижимости.",Дом,Все,2012/10/09
125033,https://lenta.ru/news/2005/07/14/osprey/,Морскую пехоту США вооружат конвертопланом в 2007 году,"Многопрофильный военно-транспортный конвертоплан MV-22 Osprey поступит на вооружение морской пехоты США в 2007 году, сообщает Military.com. Несмотря на многочисленные аварии и поломки, которые происходили с этой машиной в ходе испытаний (в 2000 году в результате катастрофы ""Оспрея"" погибли 23 военнослужащих), командование морской пехотой собирается принять его на вооружение, чтобы постепенно заменить парк устаревших вертолетов, которыми морскую пехоту оснащали еще со времен вьетнамской войны. Именно катастрофа привела к тому, что в конструкцию аппарата были внесены серьезные изменения. Однако они вызвали и подорожание программы его строительства. В ходе испытаний он стал дороже на 40 миллионов долларов, и теперь его цена составляет 71 миллион. Правда, в ходе производства, как считают чиновники, цена все-таки должна упасть до 58 миллионов долларов. В настоящее время Конгресс пока не утвердил бюджет этой программы, стоимостью в 50,5 миллиарда долларов. Однако морская пехота уже готовит экипажи машин, чтобы поступившие в войска самолеты сразу же были привлечены к выполнению заданий. Всего морская пехота будет получать по 48 машин в год. Общее число ""Оспреев"" составит 410 единиц, из которых 50 поступят в ВВС США.",Наука и техника,Все,2005/07/14
51581,https://lenta.ru/news/2002/06/14/binladen/,Пострадавшие от терактов 1998 года подали в суд на Осаму бин Ладена и его сообщников,"Пострадавшие в результате терактов в посольствах США в 1998 в Кении и в Танзании году подали в суд на Осаму бин Ладена и его сообщников, сообщает BBC News. В иске, поданном в окружной суд в Вашингтоне, перечислены 164 ответчика, среди которых сам бин Ладен, несколько его ближайших помощников, исламистские организации и правительства Ирана, Ирака, Афганистана и Судана. Люди, получившие ранения в результате взрывов, и семьи погибших требуют 100 миллиардов долларов в качестве возмещения ущерба. Эти деньги они предлагают перечислить с замороженных счетов, предположительно принадлежащих террористическим организациям. Напомним, что в результате взрывов, произошедших в посольствах США в Кении и в Танзании с интервалом в 10 минут, погиб 231 человек, в том числе 12 американцев.",Россия,Все,2002/06/14
111982,https://lenta.ru/science/2005/02/08/hubble/,NASA утопит космический телескоп Hubble в 2006 году,"Космический телескоп Hubble будет выведен с орбиты и затоплен. Это мероприятие предусмотрено проектом бюджета NASA на 2006 год, пишет Guardian. По сравнению с 2005 годом, бюджет космического агентства вырастет на 2,4 процента - до 16,5 миллиардов долларов. Из них на 14-летний Hubble будет выделено 93 миллиона долларов, из которых 75 миллионов будет израсходовано на операцию по выведению его с орбиты. Как сообщалось ранее, Белый дом после проведения серии консультаций с руководством NASA принял решение прекратить финансирование этой программы, стоимость которой составляла до одного миллиарда долларов в год. Представитель NASA Стив Айсакович (Steve Isakowitz) сообщил, что агентство готовит автоматический аппарат для полета к Hubble, чтобы осуществить затопление телескопа в океане. ""Hubble умирает. Мы решили, что связанные с его обслуживанием риски не оправдывают продолжения миссии"", - заявил он. В пресс-релизе на сайте агентства отмечается, что главными приоритетами NASA в будущем году станут программы, связанные с исследованием Луны и Марса, завершение строительства международной космической станции, а также разработка новых космических аппаратов на смену шаттлам. Использование телескопа Hubble, который был выведен на околоземную орбиту в 1990 году, позволило совершить революционный прорыв в астрономии, отмечает Guardian. В частности, с его помощью был установлен примерный возраст вселенной и подтверждено существование черных дыр.",Наука и техника,Все,2005/02/08
121226,https://lenta.ru/news/2005/05/31/miss/,"""Мисс Вселенной-2005"" стала бывшая россиянка","Победительницей конкурса ""Мисс Вселенная-2005"" признана конкурсантка из Канады, уроженка России, Наталья Глебова, сообщается на официальном сайте конкурса. 54-й ""вселенский"" конкурс красоты завершился в столице Таиланда Бангкоке. Как выяснилось во время финального интервью, 23-летняя представительница Канады самой главной задачей в жизни считает сохранение оптимизма. ""Я всегда стараюсь придерживаться позитивного взгляда на жизнь"", - цитирует Глебову Associated Press. Новая ""Мисс Вселенная"" родилась в России, в городе Туапсе, и уехала в Канаду с родителями в возрасте 12 лет. Сейчас она учится на менеджера по информационным технологиям в торонтском университете Райерсон. За свою красоту Глебова получила из рук своей предшественницы, австралийки Дженнифер Хоукинс, корону из белого золота стоимостью около 250 тысяч долларов. Ее украшают 800 бриллиантов и 120 жемчужин. Титул вице-мисс получила представительница Пуэрто-Рико Синтия Олаваррия. Судьи выбирали победительниц из пяти финалисток, в число которых кроме Глебовой и Олаваррии попали сплошь латиноамериканки - первые красавицы Мексики (Рената Соун), Доминиканской республики (Лаура Элизондо) и Венесуэлы (Моника Спир). Всего в Бангкок приехала 81 девушка, из которых после выхода в национальных костюмах жюри выбрало 15 красавиц, а после выхода в вечерних платьях - 10. Оставшиеся облачились в купальники, и 12 судей определили 5 финалисток. Утешением для некоторых ""мисс"" стали специальные призы. В частности, приз за лучший национальный костюм получила конкурсантка из Таиланда Чанапорн Росджан, за привлекательность – Тришия Хоумер с Виргинских островов, за фотогеничность – Джионна Кабрера с Филиппин. Россию на конкурсе ""Мисс Вселенная"" представляла 19-летняя студентка журфака Ростовского университета Наташа Николаева. Первую красавицу России выбрали с помощью SMS-голосования.",Мир,Все,2005/05/31
359933,https://lenta.ru/news/2011/01/19/brazil/,Число погибших из-за наводнения в Бразилии превысило 700 человек,"Жертвами наводнений в Бразилии стали 710 человек. Новые данные о числе погибших в результате стихийного бедствия, передает CNN, во вторник, 18 января, сообщило правительство Бразилии. Правительство Бразилии пока не сообщает даже приблизительные данные о числе оказавшихся в зоне наводнения людей, чья судьба неизвестна. По прогнозу метеорологов, в ближайшие несколько дней сильные дожди, ставшие причиной наводнений, не прекратятся, и уровень воды в уже затопленных районах продолжит повышаться, что значительно осложнит проведение спасательных операций. Наводнение в Бразилии, которое называют крупнейшей природной катастрофой в истории страны, началось в средине января 2011 года. Наиболее сильно от наводнения пострадал штат Рио-де-Жанейро. По предварительным оценкам, ликвидация последствий стихийного бедствия обойдется как минимум в 1,2 миллиарда долларов США. Сильные наводнения, произошедшие в начале 2011 года не только в Бразилии, но и в Австралии, а также на Филиппинах, связывают с климатическим явлением Ла-Нинья.",Мир,Все,2011/01/19
85531,https://lenta.ru/news/2004/01/14/end/,Буш: США уйдут с МКС к 2010 году ,"США намерены возобновить полеты шаттлов для завершения строительства международной космической станции, но при этом завершат свое участие в проекте в течение ближайших 6 лет, сообщает РИА ""Новости"". ""Мы закончим свою работу на МКС к 2010 году, выполнив свои обязательства перед 15 странами-партнерами"", - говорится в сообщении, в котором даются подробности предстоящего выступления президента США Джорджа Буша в штаб-квартире НАСА. ""К концу этого десятилетия все шаттлы будут сняты с эксплуатации после почти 30-летнего периода работы"", - уточняется в сообщении.",Мир,Все,2004/01/14
547697,https://lenta.ru/news/2015/05/25/zerkalo2015/,На фестивале «Зеркало» покажут более 120 фильмов,"На 9-м международном кинофестивале имени Андрея Тарковского «Зеркало» покажут более 120 фильмов из разных стран, передает ТАСС. «На кинофестивале будут представлены работы режиссеров из России, Австралии, Сербии, Индии, Франции, Германии и других стран. В общей сложности зрителям будет показано свыше 120 картин, и это больше по сравнению с прошлым годом», — рассказала медиадиректор фестиваля Елена Слатина. В основном конкурсе «Зеркала» покажут такие картины, как «Почему я не Тарковский» турка Мурата Дюзгюноглу, «Читай, читай» Евгения Коряковского, «Суд» Чайтаньи Тамхане, «Ничей ребенок» Вука Ршумовича, который станет также фильмом открытия фестиваля. Закроет киносмотр лауреат «Оскара», фильм «Ида» Павла Павликовского. Кроме основной секции, в программу «Зеркала» также войдут конкурс документального кино «Зеркало Артдокфеста», ретроспектива режиссера Райнера Вернера Фассбиндера и его учеников, секции «Свои» и «Эйфория». На фестивале состоится встреча с творческой группой сериала «Родина» — режиссером Павлом Лунгиным, актерами Владимиром Машковым, Викторией Исаковой, Сергеем Маковецким и Марией Мироновой. Впервые в рамках «Зеркала» пройдут Тарковские чтения (конференция киноведов и историков кино со всего мира) с подзаголовком «Модернизм после Тарковского». 9-й фестиваль «Зеркало» пройдет с 9 по 14 июня в городах Иваново, Плес и Юрьевец. Бюджет киносмотра составляет 3 миллиона рублей.",Культура,Кино,2015/05/25
752952,https://lenta.ru/news/2019/04/02/berezutskiy/,Алексей Березуцкий объяснил отказ от выступлений на ЧМ-2018,"Бывший защитник ЦСКА и сборной России Алексей Березуцкий рассказал о причинах, по которым он отказался выступать за национальную команду на чемпионате мира-2018. Он дал интервью в шоу «Foot'больные люди» на YouTube. По словам Березуцкого, он не видел смысла в возвращении в национальную команду, так как демонстрировал «худший футбол в своей карьере», вынужденно выступая в ЦСКА из-за травмы другого защитника — Виктора Васина. Березуцкий подчеркнул, что сам не торопился с восстановлением после полученной им серьезной травмы и планировал завершить карьеру летом 2018-го. При этом он отметил, что функционально в преддверии чемпионата мира в лучшей форме был его брат Василий Березуцкий. В июле прошлого года Березуцкие объявили об уходе из спорта. В январе 2019-го оба бывших игрока присоединились к российскому специалисту Леониду Слуцкому, войдя в тренерский штаб голландского «Витесса». В марте 2018-го братья Березуцкие объявили о завершении выступлений за сборную России. Информация об их возвращении появилась в мае 2018-го, однако футболисты ее опровергли и даже подверглись критике за отказ выступать за национальную команду. Сборная России показала свой лучший результат в истории, добравшись до четвертьфинала мундиаля.",,Футбол,2019/04/02
523022,https://lenta.ru/news/2014/11/04/medals/,Медали Олимпиады-2016 изготовят из деталей старых электроприборов,"Медали для Олимпийских и Паралимпийских игр 2016 года, которые состоятся в Рио-де-Жанейро, изготовят из металла, полученного в результате переработки отслуживших электронных приборов. Об этом, как передает ТАСС, сообщил президент Бразильского монетного двора Франсиску Франку. По его словам, такой выбор сырья продиктован желанием продемонстрировать заботу организаторов Игр об экологии и устойчивом развитии. «Создание медалей — это одна из самых важных частей подготовки к Играм», — цитирует «Синьхуа» главу оргкомитета Олимпиады-2016 Карлоса Нузмана. Бразильскому монетному двору предстоит изготовить 4924 наградных и 75 тысяч памятных медалей летней Олимпиады и Паралимпиады. Это учреждение уже изготавливало медали для Всемирных военных игр 2011 года и Панамериканских игр 2007 года, которые проводились в Рио-де-Жанейро. Рио-де-Жанейро получил право на проведение Олимпийских игр в 2009 году, опередив Мадрид, Токио и Чикаго. Игры состоятся с 5 по 21 августа 2016 года.",Спорт,,2014/11/04
704613,https://lenta.ru/news/2018/03/05/micro/,Россияне задолжали нелегальным ростовщикам 100 миллиардов рублей,"Количество нелегальных микрокредиторов в России за прошлый год выросло до 6,6 тысячи. Это в три раза больше, чем зарегистрированных ЦБ микрофинансовых организаций (МФО). Об этом в понедельник, 5 марта, пишет газета «Коммерсантъ» со ссылкой на данные комитета по безопасности СРО «МиР». Общий объем портфеля черных кредиторов составляет почти 100 миллиардов рублей. При этом средний объем портфеля одного нелегального ростовщика достигает 10 миллионов рублей. Рынок нелегальных микрокредиторов состоит из физлиц, половина из которых имеет статус индивидуального предпринимателя. В реестр МФО Центробанка они не входят и работают без оглядки на законы, отмечает председатель комитета по безопасности СРО «МиР» Антон Грунтов. По закону «О потребительском кредите» непрофессиональные кредиторы, в том числе физлица, могут выдавать займы не более четырех раз в год. Профессиональные должны состоять в реестрах Банка России и соответствовать определенным требованиям. Спрос на услуги черных кредиторов высок. К ним обращаются не только проблемные заемщики, но и преуспевающие бизнесмены, которые не хотят фиксировать в электронных системах свою финансовую информацию, считает директор по безопасности «Центра финансовой поддержки» Павел Богомолов. Также с черным кредитором всегда проще договориться, ограничившись долговой распиской, а иногда оставив в залог паспорт или другой документ. Согласно законодательству, черным кредиторам грозит штраф: на должностных лиц — от 20 тысяч до 50 тысяч рублей, на юрлиц — от 200 тысяч до 500 тысяч рублей. Больше важных новостей в Telegram-канале «Лента дня». Подписывайся!",Экономика,Бизнес,2018/03/05
18230,https://lenta.ru/news/2000/12/14/goldenmask/,"Объявлены самые почетные лауреаты ""Золотой Маски""-2001","Объявлены лауреаты театральной премии ""Золотая маска"" за 2001 год. Хотя церемония награждения лауреатов самой престижной российской театральной премии состоится только в апреле следующего года, имена лауреатов в наиболее почетных номинациях по традиции объявлены заранее. Премии в номинации ""За честь и достоинство"" присуждены Алисе Фрейндлих, актрисе санкт-петербургского Большого драматического театра, и Марселю Салимжанову, главному режиссеру Татарского государственного академического театра. ""Лучшим зарубежным спектаклем, показанным в России"", признан балет ""Полуночники"", поставленный Жозефом Наджем в Национальном хореографическом центре Орлеана (Франция). Специальной премии - ""За поддержку театрального искусства России"" - удостоены губернатор Иркутской области Борис Говорин и производитель  балетных костюмов и обуви Николай Гришко, президент фирмы ""Гришко"". Об этом сообщил на пресс-конференции председатель Союза театральных деятелей России Александр Калягин. По его словам, эти лауреаты были единогласно определены секретариатом союза.""Золотая Маска"", напоминает ""Коммерсант"",  была учреждена в 1994 году  Союзом театральных деятелей России. Ее лауреаты определяются на ежегодном фестивале спектаклей-номинантов.",Культура,Все,2000/12/14
675257,https://lenta.ru/news/2017/07/31/coalukraine/,Украина закупила в США 700 тысяч тонн угля,"Украинская государственная компания «Центрэнерго» подписала контракт с американской Xcoal Energy & Resources о поставках на Украину 700 тысяч тонн энергетического угля до конца 2017 года. Об этом заявил глава «Центрэнерго» Олег Козенко, передает РИА Новости. В начале сентября ожидается прибытие судна с первой партией объемом 85 тысяч тонн, а до конца сентября будет еще одна поставка в 125 тысяч тонн. До конца года ожидается прибытие одного-двух кораблей ежемесячно, что позволит выбрать объем, заложенный в контракте. Цена первой партии американского угля составит 113 долларов за тонну с учетом доставки в одесский порт, цена будет варьироваться от поставки к поставке. Общий объем потребления энергетического угля на Украине по итогам 2016 года составил 31,3 миллиона тонн. Рост по сравнению с предыдущим годом составил около девяти процентов. Значительная часть (около половины) всего энергетического угля собственного производства в стране добывается на территории Донецкой и Луганской областей, в том числе и на территории, подконтрольной непризнанным Донецкой и Луганской народных республик. В марте поставки угля из самопровозглашенных республик Донбасса на Украину были полностью прекращены из-за блокады железных и автомобильных дорог, которую начали украинские националисты. Позднее в том же месяце Киев ввел полную грузовую транспортную блокаду Донбасса. С середины февраля на Украине действует режим чрезвычайного положения в энергетике, вызванный дефицитом антрацита.",Экономика,Госэкономика,2017/07/31
134276,https://lenta.ru/news/2005/10/28/free/,Второй российский траулер отпустили под залог в 360 тысяч крон,"Снят арест со второго российского судна, удерживаемого норвежскими властями в Баренцевом море. Как сообщил РИА ""Новости"" вице-губернатор Шпицбергена Руне Борд Хансен, арест с траулера ""Капитан Горбачев"" снят после внесения залога в размере 360 тысяч норвежских крон. Несколькими часами ранее норвежские власти сняли арест с рефрижератора ""Дмитрий Покрамович"". За него был внесен залог в размере 500 тысяч норвежских крон. Владельцы судов особо подчеркивают, что оплатили залог, а не штаф. ""Мы не признаем штрафные санкции"", - говорит Юрий Никулин - начальник ""Архангельской базы тралового флота"", которой принадлежит ""Горбачев"". Ранее хозяева ""Покрамовича"" - компания ""Мурманрыбпром"" - заявили, что готовы заплатить деньги, чтобы не подвергать жизни экипажа судна дополнительной опасности. ""Мы получили радиограмму от капитана судна по поводу резкого ухудшения погоды. Чтобы не подвергать экипаж форс-мажорным обстоятельствам, мы рекомендовали нашим юристам более активно работать в поисках возможности освобождения судна"", - сказал Загоровский. ""Капитан Горбачев"" оштрафован норвежцами на 900 тысяч норвежских крон (чуть более четырех миллионов рублей). Эта сумма будет взыскана с судовладельца в том случае, если суд признает обоснованными претензии норвежской береговой охраны. Норвежские власти обвиняют экипажи российского промыслового судна ""Капитан Горбачев"" и судна-рефрижератора ""Дмитрий Покрамович"", задержанных в понедельник, 24 октября, норвежской береговой охраной близ острова Медвежий, в перегрузке рыбы без уведомления в норвежских территориальных водах.",Мир,Все,2005/10/28
228123,https://lenta.ru/news/2008/05/07/squad/,Тарпищев назвал состав сборной России по теннису на Олимпиаду-2008,"Президент Федерации тениста России (ФТР) Шамиль Тарпищев назвал имена теннисистов, которые выступят на Олимпиаде 2008 года в мужском и женском одиночном разряде. По словам Тарпищева, состав команды можно считать сформированным, а изменения в нем могут произойти только в случае непредвиденных обстоятельств, сообщает агентство спортивной информации ""Весь Спорт"". На Играх в Пекине мужскую сборную России будут представлять Николай Давыденко, Михаил Южный, Игорь Андреев и Дмитрий Турсунов, а женскую - Мария Шарапова, Светлана Кузнецова, Анна Чакветадзе и Елена Дементьева. Тарпищев, который также является капитаном мужской и женской сборных России в Кубке Дэвиса и Кубке Федерации, подчеркнул, что при выборе игроков, которые выступят на Олимпиаде-2008 он строго придерживался спортивного принципа. Места в сборной (по четыре в мужской и женской команде) получили теннисисты, занимающие более высокие места в мировом рейтинге. Что касается парного разряда, то окончательного решения по поводу состава дуэтов Тарпищев пока не принял. У мужчин одну пару составят теннисисты, которые будут выступать в одиночном разряде, а другую - игроки, специализирующиеся именно на этом виде программы. Ситуация с женскими парами представляется Тарпищеву более определенной. Один дуэт составят Динара Сафина и Вера Звонарева, а во втором партнером Светланы Кузнецовой будет либо Анна Чакветадзе, либо Елена Дементьева. Таким образом, Мария Шарапова выступит на Олимпиаде только в одиночном разряде.",Спорт,Все,2008/05/07
